symbol
ADRM1
AGAP3
AREL1
ARMC8
ARNTL
ARRB1
ARRB2
ATXN3
BAG6
BFAR
BIRC2
BTRC
CD2AP
CDC34
CLOCK
COP1
CRBN
CTNNB1
CUL3
CUL4A
DCAF11
DDB1
DDIT3
ERCC8
FAF1
FBXL17
FBXL19
FBXL22
FBXO45
FBXW11
FBXW5
FBXW7
GID4
GID8
GSK3A
HACE1
HECTD3
HECW1
HECW2
HERC2
HUWE1
IFI27
ITCH
KAT5
KCTD10
KCTD13
KCTD17
KCTD2
KCTD5
KIF14
KLHL15
KLHL20
KLHL22
KLHL42
MAEA
MDM2
MTA1
NEDD4
NEDD4L
NFE2L2
NHLRC1
NHLRC3
NSFL1C
OTUD6B
PCBP2
PCNP
PELI1
PLAA
PML
POMP
PPP2CB
PPP2R5C
PRKN
PSMA1
PSMA2
PSMA3
PSMA4
PSMA5
PSMA6
PSMA7
PSMA8
PSMB1
PSMB10
PSMB11
PSMB2
PSMB3
PSMB4
PSMB5
PSMB6
PSMB7
PSMB8
PSMB9
PSMC1
PSMC2
PSMC3
PSMC4
PSMC5
PSMC6
PSMD1
PSMD10
PSMD11
PSMD12
PSMD13
PSMD14
PSMD2
PSMD3
PSMD4
PSMD5
PSMD6
PSMD7
PSMD8
PSMD9
PSME1
PSME2
PSME3
PSME4
PSMF1
PSMG1
PSMG2
PSMG4
RAD23A
RAD23B
RBCK1
RBX1
RFFL
RMND5A
RMND5B
RNF122
RNF126
RNF186
RNF187
RNF216
RNF34
RNF4
SEM1
SHARPIN
SIAH1
SIAH2
SIAH3
SIRT1
SIRT2
SKP2
SMURF1
SMURF2
SPOP
SPOPL
SPSB1
SPSB2
SPSB3
SPSB4
STUB1
TBL1X
TBL1XR1
TBX21
TNFAIP1
TOPORS
TRIM13
TRIM2
TRIM3
TRIM38
TRIM71
TRIM72
TRIM9
UBE2A
UBE2B
UBE2D3
UBE2G1
UBE2H
UBE2K
UBE2U
UBE2W
UBE3D
UBE4B
UBXN1
UBXN11
UBXN2A
UBXN2B
UCHL1
USP44
VCP
WWP1
WWP2
ZFAND2B
ZNRF1
